"listing_id","total sum"
23257763,7.32738E+6
8763366,7.32738E+6
26690454,7.32738E+6
11910999,7.32738E+6
25291868,7.32738E+6
5196399,7.32738E+6
5299461,7.32738E+6
3013520,7.32738E+6
26468572,7.32738E+6
51773,7.32738E+6
21928146,7.32738E+6
27375697,7.32738E+6
848578,7.32738E+6
9127072,7.32738E+6
24539004,7.32738E+6
17979299,7.32738E+6
8763529,7.32738E+6
18026441,7.32738E+6
3992022,7.32738E+6
18172377,7.4606E+6
18173968,7.4606E+6
27030727,7.4606E+6
21370624,7.4606E+6
20847485,7.4606E+6
8992582,7.4606E+6
144978,7.4606E+6
22834388,7.4606E+6
18125930,7.4606E+6
18458541,7.4606E+6
18098416,7.4606E+6
16542790,7.4606E+6
18108225,7.4606E+6
18107460,7.4606E+6
21254670,7.59382E+6
18191843,7.59382E+6
19419133,7.59382E+6
797887,7.59382E+6
20776036,7.59382E+6
22970266,7.72705E+6
11659966,7.72705E+6
14841442,7.72705E+6
14869325,7.72705E+6
22662336,7.72705E+6
18584924,7.72705E+6
15523355,7.72705E+6
2432104,7.72705E+6
21592081,7.72705E+6
14884457,7.72705E+6
18069283,7.86028E+6
2980416,7.86028E+6
11152754,7.86028E+6
18840939,7.86028E+6
17237843,7.86028E+6
3656251,7.86028E+6
4654218,7.86028E+6
252321,7.86028E+6
23803703,7.86028E+6
15602145,7.86028E+6
20167050,7.86028E+6
15957963,7.86028E+6
20214438,7.86028E+6
15649758,7.86028E+6
20335923,7.86028E+6
15904098,7.86028E+6
796017,7.86028E+6
96383,7.86028E+6
21385697,7.86028E+6
17979358,7.86028E+6
24994118,7.86028E+6
13784076,7.86028E+6
25214602,7.86028E+6
5070957,7.86028E+6
15938870,7.9935E+6
19029310,7.9935E+6
5905163,7.9935E+6
19206648,7.9935E+6
22399541,7.9935E+6
5468835,7.9935E+6
14373123,7.9935E+6
24468179,7.9935E+6
25398761,7.9935E+6
7259606,7.9935E+6
22655491,7.9935E+6
7785565,7.9935E+6
20614171,7.9935E+6
26532784,7.9935E+6
23073700,7.9935E+6
23131682,7.9935E+6
20002651,7.9935E+6
18612680,7.9935E+6
19573415,7.9935E+6
17715373,7.9935E+6
23353650,7.9935E+6
18895765,7.9935E+6
19038261,7.9935E+6
21220773,7.9935E+6
15511739,7.9935E+6
1378285,7.9935E+6
4576487,7.9935E+6
9717679,7.9935E+6
23599466,7.9935E+6
6973383,7.9935E+6
1844117,7.9935E+6
522273,7.9935E+6
15873231,7.9935E+6
1455937,7.9935E+6
27138798,7.9935E+6
15604291,7.9935E+6
3896093,7.9935E+6
21359747,7.9935E+6
26111196,7.9935E+6
18475146,7.9935E+6
16488124,7.9935E+6
815183,7.9935E+6
16516970,7.9935E+6
19612051,7.9935E+6
15383658,7.9935E+6
17651619,7.9935E+6
4575906,7.9935E+6
350479,7.9935E+6
21632344,7.9935E+6
17551632,7.9935E+6
5853587,7.9935E+6
1633225,8.12672E+6
16779057,8.12672E+6
21924375,8.12672E+6
2262616,8.12672E+6
17670075,8.25995E+6
15603829,8.25995E+6
26661891,8.25995E+6
21749153,8.25995E+6
14727009,8.25995E+6
4774742,8.25995E+6
25189704,8.25995E+6
18492773,8.25995E+6
19475051,8.25995E+6
13464987,8.25995E+6
1200068,8.25995E+6
17775284,8.25995E+6
19221065,8.25995E+6
24971366,8.25995E+6
26417350,8.25995E+6
18152314,8.25995E+6
898833,8.25995E+6
4653022,8.25995E+6
56621,8.39318E+6
18190288,8.39318E+6
7828473,8.39318E+6
27337596,8.39318E+6
15605090,8.39318E+6
25459025,8.39318E+6
4748287,8.39318E+6
14726839,8.39318E+6
22296093,8.39318E+6
23584006,8.39318E+6
19878899,8.39318E+6
596042,8.39318E+6
4825026,8.5264E+6
9477823,8.5264E+6
27196500,8.5264E+6
5196070,8.65962E+6
1633173,8.65962E+6
15939487,8.65962E+6
15939264,8.65962E+6
16376205,8.65962E+6
17222332,8.65962E+6
15282659,8.65962E+6
7918,8.65962E+6
17753503,8.65962E+6
8142,8.65962E+6
130775,8.65962E+6
18286171,8.65962E+6
13022499,8.65962E+6
18765944,8.65962E+6
26664453,8.65962E+6
21914,8.65962E+6
19491887,8.65962E+6
19644702,8.65962E+6
10314874,8.65962E+6
26278703,8.65962E+6
10023104,8.65962E+6
9922088,8.65962E+6
9581934,8.65962E+6
9431997,8.65962E+6
9099548,8.65962E+6
20608059,8.65962E+6
21058361,8.65962E+6
7695697,8.65962E+6
21299853,8.65962E+6
21358829,8.65962E+6
21461483,8.65962E+6
25586403,8.65962E+6
6938818,8.65962E+6
6754197,8.65962E+6
21729398,8.65962E+6
21730505,8.65962E+6
6316753,8.65962E+6
5196233,8.65962E+6
5196116,8.65962E+6
5195922,8.65962E+6
5154242,8.65962E+6
22577863,8.65962E+6
5094146,8.65962E+6
1023586,8.65962E+6
4948340,8.65962E+6
23150862,8.65962E+6
24961244,8.65962E+6
3354004,8.65962E+6
27467934,8.65962E+6
2509236,8.65962E+6
23749660,8.65962E+6
2203283,8.65962E+6
2093695,8.65962E+6
21366114,8.79285E+6
24994117,8.79285E+6
23204343,8.79285E+6
4262533,8.79285E+6
20121985,8.79285E+6
22829352,8.79285E+6
21370403,8.79285E+6
24994119,8.79285E+6
19315898,8.79285E+6
16497229,8.92608E+6
23453660,8.92608E+6
923807,8.92608E+6
19572542,8.92608E+6
25355531,8.92608E+6
22586319,8.92608E+6
12657607,8.92608E+6
25355921,8.92608E+6
686677,8.92608E+6
16570808,8.92608E+6
25295857,8.92608E+6
3200340,8.92608E+6
25296066,8.92608E+6
20694904,9.0593E+6
568161,9.0593E+6
26309675,9.0593E+6
20072374,9.0593E+6
12432020,9.0593E+6
15344978,9.0593E+6
18722953,9.0593E+6
21683354,9.0593E+6
22646534,9.0593E+6
13022232,9.0593E+6
27056649,9.0593E+6
8763676,9.0593E+6
845480,9.19252E+6
20279527,9.19252E+6
15470223,9.19252E+6
23733049,9.19252E+6
1998111,9.19252E+6
25432313,9.19252E+6
14474493,9.19252E+6
18126981,9.19252E+6
17237993,9.19252E+6
17669758,9.19252E+6
16556338,9.19252E+6
164207,9.19252E+6
23552269,9.19252E+6
23552081,9.19252E+6
23552008,9.19252E+6
24890095,9.19252E+6
21396964,9.19252E+6
23111807,9.19252E+6
23551016,9.19252E+6
23551086,9.19252E+6
23551138,9.19252E+6
23551287,9.19252E+6
23551361,9.19252E+6
23551772,9.19252E+6
23551835,9.19252E+6
23551892,9.19252E+6
23551954,9.19252E+6
22151304,9.19252E+6
585326,9.19252E+6
4263821,9.19252E+6
15343159,9.19252E+6
132441,9.19252E+6
20888699,9.19252E+6
25432375,9.19252E+6
19368789,9.19252E+6
21539380,9.19252E+6
845501,9.19252E+6
22516793,9.19252E+6
11297447,9.19252E+6
11305302,9.19252E+6
2538807,9.19252E+6
11442093,9.19252E+6
2088622,9.19252E+6
11461771,9.19252E+6
7009654,9.19252E+6
2047469,9.19252E+6
2046634,9.19252E+6
20785096,9.19252E+6
20813007,9.19252E+6
17237462,9.19252E+6
16042687,9.19252E+6
25485559,9.19252E+6
21298993,9.19252E+6
12270642,9.19252E+6
27512320,9.19252E+6
25459169,9.19252E+6
1907252,9.19252E+6
24749696,9.32575E+6
7341076,9.32575E+6
1195173,9.32575E+6
20365435,9.32575E+6
12870849,9.32575E+6
9955894,9.32575E+6
16930151,9.32575E+6
21730649,9.32575E+6
18291265,9.32575E+6
24654041,9.32575E+6
8635973,9.32575E+6
4377982,9.32575E+6
14992192,9.32575E+6
16678379,9.32575E+6
23352511,9.32575E+6
18343676,9.32575E+6
24181280,9.32575E+6
4650391,9.32575E+6
16930263,9.32575E+6
24680396,9.32575E+6
11572432,9.32575E+6
18838484,9.32575E+6
26280318,9.32575E+6
26322467,9.32575E+6
24000340,9.32575E+6
16945037,9.32575E+6
19894058,9.32575E+6
17287731,9.32575E+6
810315,9.32575E+6
15028336,9.32575E+6
26257386,9.32575E+6
4576288,9.32575E+6
10769424,9.32575E+6
24889722,9.32575E+6
10859050,9.32575E+6
10998250,9.32575E+6
21863110,9.32575E+6
17516202,9.32575E+6
8018902,9.32575E+6
377569,9.32575E+6
19412179,9.32575E+6
19194530,9.45898E+6
22715518,9.45898E+6
25355308,9.45898E+6
21045694,9.45898E+6
22740686,9.45898E+6
25355922,9.45898E+6
11556239,9.5922E+6
24736036,9.5922E+6
1247276,9.5922E+6
23521230,9.5922E+6
23521739,9.5922E+6
23522824,9.5922E+6
25749954,9.5922E+6
9067632,9.5922E+6
21635395,9.5922E+6
21665665,9.5922E+6
16456337,9.5922E+6
12026856,9.5922E+6
13605661,9.5922E+6
21597747,9.72542E+6
20256864,9.72542E+6
16026556,9.72542E+6
20943991,9.72542E+6
13016330,9.72542E+6
1080933,9.85865E+6
22487945,9.85865E+6
27454459,9.85865E+6
22968438,9.85865E+6
592883,9.85865E+6
21282133,9.85865E+6
6601749,9.85865E+6
1056844,9.85865E+6
25264123,9.85865E+6
23615779,9.85865E+6
17826181,9.99188E+6
20834040,9.99188E+6
25983693,9.99188E+6
9136987,9.99188E+6
9188845,9.99188E+6
16858141,9.99188E+6
21682128,9.99188E+6
810672,9.99188E+6
20286823,9.99188E+6
21728615,9.99188E+6
1863316,9.99188E+6
20268056,9.99188E+6
6557736,9.99188E+6
21786174,9.99188E+6
16362304,9.99188E+6
21880287,9.99188E+6
19747001,9.99188E+6
10661953,9.99188E+6
19709987,9.99188E+6
22396902,9.99188E+6
19404978,9.99188E+6
19403989,9.99188E+6
19316565,9.99188E+6
1892956,9.99188E+6
983739,9.99188E+6
25291674,9.99188E+6
5172959,9.99188E+6
24099463,9.99188E+6
16671511,9.99188E+6
1017799,9.99188E+6
19160639,9.99188E+6
19159660,9.99188E+6
24426546,9.99188E+6
4948327,9.99188E+6
12041223,9.99188E+6
18878559,9.99188E+6
18767723,9.99188E+6
12794288,9.99188E+6
18507951,9.99188E+6
216064,9.99188E+6
22847509,9.99188E+6
13602723,9.99188E+6
18237064,9.99188E+6
187730,9.99188E+6
27031057,9.99188E+6
23004848,9.99188E+6
150848,9.99188E+6
27088644,9.99188E+6
122829,9.99188E+6
17826075,9.99188E+6
14358722,9.99188E+6
14487347,9.99188E+6
1201159,9.99188E+6
78651,9.99188E+6
23359552,9.99188E+6
17514911,9.99188E+6
17346342,9.99188E+6
23522934,9.99188E+6
23583822,9.99188E+6
23611401,9.99188E+6
23611950,9.99188E+6
23629793,9.99188E+6
23630055,9.99188E+6
23634434,9.99188E+6
23634520,9.99188E+6
23634564,9.99188E+6
23634597,9.99188E+6
23634727,9.99188E+6
23634752,9.99188E+6
23634783,9.99188E+6
2532756,9.99188E+6
23728478,9.99188E+6
23732114,9.99188E+6
17207000,9.99188E+6
15377479,9.99188E+6
1807235,9.99188E+6
15641829,9.99188E+6
21217809,9.99188E+6
7368199,9.99188E+6
21057777,9.99188E+6
20972434,9.99188E+6
7259880,9.99188E+6
1069167,1.01251E+7
20253472,1.01251E+7
23582186,1.01251E+7
25294965,1.01251E+7
1335996,1.01251E+7
22453044,1.01251E+7
20399943,1.01251E+7
24334963,1.01251E+7
19416507,1.01251E+7
18928482,1.01251E+7
17626853,1.01251E+7
17626927,1.01251E+7
14886240,1.02583E+7
25034848,1.02583E+7
17718199,1.02583E+7
24968783,1.02583E+7
21232003,1.02583E+7
21680487,1.02583E+7
1913043,1.02583E+7
21597324,1.03916E+7
25323663,1.03916E+7
14029388,1.03916E+7
25027248,1.03916E+7
22048292,1.03916E+7
23924310,1.03916E+7
20957462,1.03916E+7
213532,1.03916E+7
21798246,1.03916E+7
220418,1.03916E+7
18587279,1.03916E+7
7086626,1.03916E+7
24944867,1.03916E+7
47486,1.03916E+7
18785944,1.03916E+7
14552390,1.03916E+7
8272898,1.03916E+7
22636987,1.03916E+7
11886255,1.03916E+7
24968111,1.03916E+7
23271702,1.05248E+7
16426353,1.05248E+7
24685,1.05248E+7
545685,1.05248E+7
604999,1.05248E+7
633629,1.05248E+7
648086,1.05248E+7
719431,1.05248E+7
25547908,1.05248E+7
820076,1.05248E+7
25372440,1.05248E+7
900569,1.05248E+7
25325150,1.05248E+7
25229521,1.05248E+7
1198464,1.05248E+7
1206233,1.05248E+7
24832634,1.05248E+7
24604001,1.05248E+7
23963479,1.05248E+7
2374873,1.05248E+7
2594696,1.05248E+7
23313273,1.05248E+7
23313242,1.05248E+7
23313200,1.05248E+7
23313157,1.05248E+7
23313045,1.05248E+7
23312910,1.05248E+7
23312854,1.05248E+7
23312824,1.05248E+7
23312776,1.05248E+7
23312702,1.05248E+7
23312670,1.05248E+7
23312644,1.05248E+7
23312618,1.05248E+7
23312568,1.05248E+7
23312525,1.05248E+7
23312479,1.05248E+7
23312433,1.05248E+7
23312390,1.05248E+7
23294130,1.05248E+7
23293457,1.05248E+7
23293368,1.05248E+7
23293099,1.05248E+7
23293057,1.05248E+7
23293005,1.05248E+7
23292919,1.05248E+7
23292883,1.05248E+7
23292785,1.05248E+7
23271975,1.05248E+7
23271859,1.05248E+7
23271772,1.05248E+7
23271623,1.05248E+7
23271549,1.05248E+7
23271459,1.05248E+7
23271377,1.05248E+7
23271162,1.05248E+7
23269859,1.05248E+7
4211442,1.05248E+7
22690547,1.05248E+7
12522,1.05248E+7
5871250,1.05248E+7
5904304,1.05248E+7
5904305,1.05248E+7
22047367,1.05248E+7
6985131,1.05248E+7
21252479,1.05248E+7
20476066,1.05248E+7
19829202,1.05248E+7
10787034,1.05248E+7
11531859,1.05248E+7
19125378,1.05248E+7
12328003,1.05248E+7
12657863,1.05248E+7
12922728,1.05248E+7
18639196,1.05248E+7
18209966,1.05248E+7
13911251,1.05248E+7
17445405,1.05248E+7
16797018,1.05248E+7
71779,1.0658E+7
2737894,1.0658E+7
23568099,1.0658E+7
21928413,1.0658E+7
21727562,1.0658E+7
21584555,1.0658E+7
6940448,1.0658E+7
6374167,1.0658E+7
5998790,1.0658E+7
6587558,1.0658E+7
848532,1.0658E+7
22080836,1.0658E+7
25554933,1.0658E+7
21739662,1.0658E+7
22190418,1.0658E+7
5884735,1.0658E+7
7068804,1.0658E+7
22294597,1.0658E+7
5785978,1.0658E+7
21413104,1.0658E+7
22355943,1.0658E+7
17722015,1.0658E+7
14688313,1.0658E+7
1881223,1.0658E+7
5550248,1.0658E+7
7697503,1.0658E+7
16872797,1.0658E+7
5320351,1.0658E+7
1926253,1.0658E+7
25298210,1.0658E+7
21231615,1.0658E+7
21219237,1.0658E+7
21218347,1.0658E+7
17812931,1.0658E+7
22525784,1.0658E+7
5154367,1.0658E+7
15521441,1.0658E+7
17925808,1.0658E+7
8102262,1.0658E+7
17991554,1.0658E+7
24086446,1.0658E+7
20906522,1.0658E+7
604843,1.0658E+7
15471316,1.0658E+7
20575733,1.0658E+7
15453636,1.0658E+7
69410,1.0658E+7
20450156,1.0658E+7
20440309,1.0658E+7
20439767,1.0658E+7
9186305,1.0658E+7
16145870,1.0658E+7
13796921,1.0658E+7
20405090,1.0658E+7
4175303,1.0658E+7
9463113,1.0658E+7
9563163,1.0658E+7
13687128,1.0658E+7
20257216,1.0658E+7
23942828,1.0658E+7
13642014,1.0658E+7
3985406,1.0658E+7
15843007,1.0658E+7
10106906,1.0658E+7
16219958,1.0658E+7
13600947,1.0658E+7
20153680,1.0658E+7
15176931,1.0658E+7
13479950,1.0658E+7
6691495,1.0658E+7
20059569,1.0658E+7
19904931,1.0658E+7
3512817,1.0658E+7
15179420,1.0658E+7
23293823,1.0658E+7
10706423,1.0658E+7
2387068,1.0658E+7
16230722,1.0658E+7
430692,1.0658E+7
23827577,1.0658E+7
3376895,1.0658E+7
15194176,1.0658E+7
15194320,1.0658E+7
23805904,1.0658E+7
27391650,1.0658E+7
10941493,1.0658E+7
15194432,1.0658E+7
19364007,1.0658E+7
23326739,1.0658E+7
2482884,1.0658E+7
23343999,1.0658E+7
11419262,1.0658E+7
25405200,1.0658E+7
11437509,1.0658E+7
19169144,1.0658E+7
24662439,1.0658E+7
2510224,1.0658E+7
12890001,1.0658E+7
19121342,1.0658E+7
14907455,1.0658E+7
18874472,1.0658E+7
2770561,1.0658E+7
23025299,1.07912E+7
21804276,1.07912E+7
22656065,1.07912E+7
26160095,1.07912E+7
21578438,1.09244E+7
15677325,1.09244E+7
4598364,1.09244E+7
19228919,1.09244E+7
11834467,1.09244E+7
23520080,1.09244E+7
13591271,1.09244E+7
25295858,1.09244E+7
22690820,1.09244E+7
21623317,1.09244E+7
15760826,1.09244E+7
23326108,1.09244E+7
21739935,1.09244E+7
23314035,1.09244E+7
16376353,1.09244E+7
17777195,1.09244E+7
7329845,1.09244E+7
21610333,1.09244E+7
81158,1.10577E+7
4887587,1.10577E+7
22702846,1.10577E+7
21726571,1.10577E+7
4887475,1.10577E+7
22653093,1.10577E+7
21241871,1.10577E+7
2016198,1.10577E+7
24944439,1.10577E+7
24992845,1.11909E+7
22906854,1.11909E+7
17807120,1.11909E+7
27428474,1.11909E+7
19411476,1.11909E+7
6494663,1.11909E+7
25328110,1.11909E+7
24755682,1.11909E+7
23922787,1.11909E+7
24698383,1.11909E+7
20993071,1.11909E+7
23545831,1.11909E+7
22908548,1.11909E+7
84777,1.13241E+7
83553,1.13241E+7
8144992,1.13241E+7
2062696,1.13241E+7
25921865,1.13241E+7
20852099,1.13241E+7
25952257,1.13241E+7
1086360,1.13241E+7
13343657,1.13241E+7
19073405,1.13241E+7
20591036,1.13241E+7
25054439,1.13241E+7
13901641,1.13241E+7
1478708,1.13241E+7
561602,1.13241E+7
10676501,1.13241E+7
19265072,1.13241E+7
9435665,1.13241E+7
13788749,1.13241E+7
19229358,1.13241E+7
18841477,1.13241E+7
12425557,1.13241E+7
18809842,1.13241E+7
6887234,1.13241E+7
16910795,1.13241E+7
25551383,1.13241E+7
1148625,1.13241E+7
23091787,1.13241E+7
9716652,1.13241E+7
6975064,1.13241E+7
11605210,1.13241E+7
25584677,1.13241E+7
15717226,1.13241E+7
9882522,1.13241E+7
20250782,1.13241E+7
905399,1.13241E+7
9954950,1.13241E+7
6272183,1.13241E+7
21475672,1.13241E+7
10930490,1.13241E+7
2910483,1.13241E+7
3877462,1.13241E+7
196090,1.13241E+7
10564295,1.13241E+7
12042,1.13241E+7
12212126,1.13241E+7
105497,1.13241E+7
20073990,1.13241E+7
22495406,1.13241E+7
24777563,1.13241E+7
17811571,1.13241E+7
42403,1.13241E+7
7859448,1.13241E+7
22551985,1.13241E+7
18739271,1.13241E+7
22597536,1.13241E+7
21110366,1.13241E+7
23258326,1.13241E+7
17924829,1.13241E+7
21037519,1.13241E+7
651624,1.13241E+7
42408,1.13241E+7
16847403,1.13241E+7
12041,1.13241E+7
17958677,1.13241E+7
27316423,1.13241E+7
16066598,1.13241E+7
14538591,1.13241E+7
23215410,1.13241E+7
14827566,1.13241E+7
5436115,1.13241E+7
1615158,1.13241E+7
25779484,1.14574E+7
3498457,1.14574E+7
22773184,1.14574E+7
20233643,1.14574E+7
21450077,1.14574E+7
14068781,1.14574E+7
24497818,1.14574E+7
22068547,1.14574E+7
23022998,1.14574E+7
21231393,1.14574E+7
20505903,1.15906E+7
3015450,1.15906E+7
9800316,1.15906E+7
23432388,1.15906E+7
15270397,1.15906E+7
7329782,1.15906E+7
19827923,1.15906E+7
16652268,1.15906E+7
24286896,1.15906E+7
22676805,1.15906E+7
17267153,1.15906E+7
22373160,1.15906E+7
21682973,1.17238E+7
21683247,1.17238E+7
1470340,1.17238E+7
13465756,1.17238E+7
13128357,1.17238E+7
15207940,1.17238E+7
16190202,1.17238E+7
18827284,1.17238E+7
9496930,1.17238E+7
17016637,1.17238E+7
25165680,1.17238E+7
21295261,1.17238E+7
22325337,1.17238E+7
7022309,1.17238E+7
22104756,1.17238E+7
14773074,1.1857E+7
4882295,1.1857E+7
6784867,1.1857E+7
18880002,1.1857E+7
25056484,1.1857E+7
8308630,1.1857E+7
23240184,1.1857E+7
26566885,1.1857E+7
5394755,1.1857E+7
1226596,1.1857E+7
22601496,1.1857E+7
19413636,1.1857E+7
25780281,1.1857E+7
6378495,1.1857E+7
22792806,1.1857E+7
18856887,1.1857E+7
10968239,1.1857E+7
258873,1.1857E+7
21429229,1.1857E+7
456568,1.1857E+7
19026673,1.1857E+7
208727,1.1857E+7
1036276,1.1857E+7
23900160,1.1857E+7
25291283,1.1857E+7
16661176,1.1857E+7
22104228,1.1857E+7
2404647,1.1857E+7
1605483,1.1857E+7
7085722,1.1857E+7
2614717,1.1857E+7
1301798,1.1857E+7
19413966,1.1857E+7
26329118,1.1857E+7
1206184,1.1857E+7
12437037,1.1857E+7
140568,1.19902E+7
22603366,1.19902E+7
15164383,1.19902E+7
5027016,1.19902E+7
23533398,1.19902E+7
199480,1.19902E+7
17591620,1.19902E+7
20156650,1.19902E+7
11715246,1.19902E+7
19124855,1.19902E+7
26572144,1.19902E+7
26571969,1.19902E+7
23672181,1.19902E+7
64165,1.19902E+7
20154622,1.19902E+7
23454935,1.19902E+7
12270048,1.19902E+7
17343208,1.19902E+7
317121,1.19902E+7
1141986,1.19902E+7
21136997,1.19902E+7
3082327,1.19902E+7
23596187,1.19902E+7
3085195,1.19902E+7
15760587,1.19902E+7
7902889,1.19902E+7
21507481,1.19902E+7
11437442,1.19902E+7
5162669,1.19902E+7
22230201,1.19902E+7
10333567,1.19902E+7
21486593,1.19902E+7
22265031,1.19902E+7
2331166,1.19902E+7
17696905,1.19902E+7
474107,1.19902E+7
13293285,1.19902E+7
6913294,1.19902E+7
17767863,1.19902E+7
17767353,1.19902E+7
10771196,1.19902E+7
20884233,1.19902E+7
20883922,1.19902E+7
1080408,1.19902E+7
189068,1.19902E+7
18024826,1.19902E+7
22946959,1.19902E+7
22944449,1.19902E+7
20287325,1.19902E+7
6558237,1.19902E+7
24099269,1.19902E+7
16204265,1.19902E+7
9779853,1.19902E+7
24034368,1.19902E+7
20999237,1.19902E+7
4863182,1.19902E+7
2160504,1.19902E+7
18794629,1.19902E+7
9949873,1.19902E+7
1743201,1.19902E+7
4520661,1.19902E+7
16831471,1.19902E+7
4156390,1.19902E+7
654279,1.19902E+7
